date,scenario,country,product,product_family,segment,units,list_price,discount_rate,gross_sales,discount_value,net_revenue,unit_cost,cogs,gross_profit,gross_margin_pct
2026-01-01,Budget,Sweden,Control Mini,Control Systems,Systems Integrator,26,15000,0.087062,390000,33954.18,356045.82,7629.45,198365.7,157680.12,0.442865
2026-01-01,Budget,Sweden,Sensor X Pro,Sensor Systems,Enterprise,61,11900,0.073552,725900,53391.4,672508.6,5614.76,342500.36,330008.24,0.490712
2026-01-01,Budget,Sweden,Sensor X Pro,Sensor Systems,SME,39,11900,0.029813,464100,13836.21,450263.79,5614.76,218975.64,231288.15,0.513673
2026-01-01,Budget,Sweden,Sensor X Pro,Sensor Systems,Distributor,45,11900,0.16025,535500,85813.88,449686.12,5614.76,252664.2,197021.92,0.438132
2026-01-01,Budget,Sweden,Sensor X Pro,Sensor Systems,Systems Integrator,33,11900,0.088231,392700,34648.31,358051.69,5614.76,185287.08,172764.61,0.482513
2026-01-01,Budget,Sweden,Sensor X,Sensor Systems,Enterprise,101,7900,0.070229,797900,56035.72,741864.28,3431.89,346620.89,395243.39,0.53277
2026-01-01,Budget,Sweden,Sensor X,Sensor Systems,SME,68,7900,0.030116,537200,16178.32,521021.68,3431.89,233368.52,287653.16,0.552094
2026-01-01,Budget,Sweden,Sensor X,Sensor Systems,Distributor,60,7900,0.146435,474000,69410.19,404589.81,3431.89,205913.4,198676.41,0.491056
2026-01-01,Budget,Sweden,Sensor X,Sensor Systems,Systems Integrator,47,7900,0.089803,371300,33343.85,337956.15,3431.89,161298.83,176657.32,0.522723
2026-01-01,Budget,Sweden,Sensor Lite,Sensor Systems,Enterprise,117,4000,0.083299,468000,38983.93,429016.07,1639.51,191822.67,237193.4,0.552878
2026-01-01,Budget,Sweden,Sensor Lite,Sensor Systems,SME,86,4000,0.060647,344000,20862.57,323137.43,1639.51,140997.86,182139.57,0.56366
2026-01-01,Budget,Sweden,Sensor Lite,Sensor Systems,Distributor,77,4000,0.135266,308000,41661.93,266338.07,1639.51,126242.27,140095.8,0.526007
2026-01-01,Budget,Sweden,Sensor Lite,Sensor Systems,Systems Integrator,63,4000,0.107557,252000,27104.36,224895.64,1639.51,103289.13,121606.51,0.540724
2026-01-01,Budget,Sweden,Service Kit,Accessories & Services,Enterprise,59,4950,0.074903,292050,21875.42,270174.58,1530.52,90300.68,179873.9,0.665769
2026-01-01,Budget,Sweden,Service Kit,Accessories & Services,SME,45,4950,0.038683,222750,8616.64,214133.36,1530.52,68873.4,145259.96,0.678362
2026-01-01,Budget,Sweden,Service Kit,Accessories & Services,Distributor,49,4950,0.148108,242550,35923.6,206626.4,1530.52,74995.48,131630.92,0.637048
2026-01-01,Budget,Sweden,Service Kit,Accessories & Services,Systems Integrator,37,4950,0.075822,183150,13886.8,169263.2,1530.52,56629.24,112633.96,0.665437
2026-01-01,Budget,Sweden,Connectivity Pack,Accessories & Services,Enterprise,90,3000,0.050681,270000,13683.87,256316.13,910.67,81960.3,174355.83,0.680237
2026-01-01,Budget,Sweden,Connectivity Pack,Accessories & Services,SME,57,3000,0.028914,171000,4944.29,166055.71,910.67,51908.19,114147.52,0.687405
2026-01-01,Budget,Sweden,Connectivity Pack,Accessories & Services,Distributor,60,3000,0.158534,180000,28536.12,151463.88,910.67,54640.2,96823.68,0.639253
2026-01-01,Budget,Sweden,Connectivity Pack,Accessories & Services,Systems Integrator,52,3000,0.089229,156000,13919.72,142080.28,910.67,47354.84,94725.44,0.666704
2026-01-01,Budget,Denmark,EdgeHub Pro,Control Systems,Enterprise,16,45200,0.073652,723200,53265.13,669934.87,24721.99,395551.84,274383.03,0.409567
2026-01-01,Budget,Denmark,EdgeHub Pro,Control Systems,SME,10,45200,0.042645,452000,19275.54,432724.46,24721.99,247219.9,185504.56,0.42869
2026-01-01,Budget,Denmark,EdgeHub Pro,Control Systems,Distributor,10,45200,0.15223,452000,68807.96,383192.04,24721.99,247219.9,135972.14,0.354841
2026-01-01,Budget,Denmark,EdgeHub Pro,Control Systems,Systems Integrator,7,45200,0.108549,316400,34344.9,282055.1,24721.99,173053.93,109001.17,0.386453
2026-01-01,Budget,Denmark,EdgeHub Core,Control Systems,Enterprise,25,30150,0.082577,753750,62242.41,691507.59,15653.59,391339.75,300167.84,0.434077
2026-01-01,Budget,Denmark,EdgeHub Core,Control Systems,SME,17,30150,0.041406,512550,21222.65,491327.35,15653.59,266111.03,225216.32,0.458383
2026-01-01,Budget,Denmark,EdgeHub Core,Control Systems,Distributor,16,30150,0.114781,482400,55370.35,427029.65,15653.59,250457.44,176572.21,0.413489
2026-01-01,Budget,Denmark,EdgeHub Core,Control Systems,Systems Integrator,13,30150,0.090981,391950,35660.0,356290.0,15653.59,203496.67,152793.33,0.428845
2026-01-01,Budget,Denmark,Control Mini,Control Systems,Enterprise,40,15600,0.07505,624000,46831.2,577168.8,7580.97,303238.8,273930.0,0.47461
2026-01-01,Budget,Denmark,Control Mini,Control Systems,SME,23,15600,0.032222,358800,11561.25,347238.75,7580.97,174362.31,172876.44,0.49786
2026-01-01,Budget,Denmark,Control Mini,Control Systems,Distributor,22,15600,0.150897,343200,51787.85,291412.15,7580.97,166781.34,124630.81,0.427679
2026-01-01,Budget,Denmark,Control Mini,Control Systems,Systems Integrator,17,15600,0.098942,265200,26239.42,238960.58,7580.97,128876.49,110084.09,0.460679
2026-01-01,Budget,Denmark,Sensor X Pro,Sensor Systems,Enterprise,35,12350,0.068309,432250,29526.57,402723.43,5612.08,196422.8,206300.63,0.512264
2026-01-01,Budget,Denmark,Sensor X Pro,Sensor Systems,SME,26,12350,0.037394,321100,12007.21,309092.79,5612.08,145914.08,163178.71,0.527928
2026-01-01,Budget,Denmark,Sensor X Pro,Sensor Systems,Distributor,24,12350,0.140651,296400,41688.96,254711.04,5612.08,134689.92,120021.12,0.471205
2026-01-01,Budget,Denmark,Sensor X Pro,Sensor Systems,Systems Integrator,24,12350,0.095113,296400,28191.49,268208.51,5612.08,134689.92,133518.59,0.497816
2026-01-01,Budget,Denmark,Sensor X,Sensor Systems,Enterprise,68,8200,0.0624,557600,34794.24,522805.76,3429.94,233235.92,289569.84,0.553877
2026-01-01,Budget,Denmark,Sensor X,Sensor Systems,SME,45,8200,0.039064,369000,14414.62,354585.38,3429.94,154347.3,200238.08,0.56471
2026-01-01,Budget,Denmark,Sensor X,Sensor Systems,Distributor,41,8200,0.148002,336200,49758.27,286441.73,3429.94,140627.54,145814.19,0.509054
2026-01-01,Budget,Denmark,Sensor X,Sensor Systems,Systems Integrator,30,8200,0.098212,246000,24160.15,221839.85,3429.94,102898.2,118941.65,0.53616
2026-01-01,Budget,Denmark,Sensor Lite,Sensor Systems,Enterprise,83,4200,0.079768,348600,27807.12,320792.88,1643.19,136384.77,184408.11,0.574851
2026-01-01,Budget,Denmark,Sensor Lite,Sensor Systems,SME,55,4200,0.035201,231000,8131.43,222868.57,1643.19,90375.45,132493.12,0.59449
2026-01-01,Budget,Denmark,Sensor Lite,Sensor Systems,Distributor,49,4200,0.15091,205800,31057.28,174742.72,1643.19,80516.31,94226.41,0.539229
2026-01-01,Budget,Denmark,Sensor Lite,Sensor Systems,Systems Integrator,45,4200,0.090994,189000,17197.87,171802.13,1643.19,73943.55,97858.58,0.569601
2026-01-01,Budget,Denmark,Service Kit,Accessories & Services,Enterprise,50,5150,0.08733,257500,22487.48,235012.52,1536.35,76817.5,158195.02,0.673134
2026-01-01,Budget,Denmark,Service Kit,Accessories & Services,SME,36,5150,0.023978,185400,4445.52,180954.48,1536.35,55308.6,125645.88,0.694351
2026-01-01,Budget,Denmark,Service Kit,Accessories & Services,Distributor,29,5150,0.127833,149350,19091.86,130258.14,1536.35,44554.15,85703.99,0.657955
2026-01-01,Budget,Denmark,Service Kit,Accessories & Services,Systems Integrator,24,5150,0.118253,123600,14616.07,108983.93,1536.35,36872.4,72111.53,0.661671
2026-01-01,Budget,Denmark,Connectivity Pack,Accessories & Services,Enterprise,57,3150,0.059057,179550,10603.68,168946.32,892.4,50866.8,118079.52,0.698917
2026-01-01,Budget,Denmark,Connectivity Pack,Accessories & Services,SME,44,3150,0.046449,138600,6437.83,132162.17,892.4,39265.6,92896.57,0.702898
2026-01-01,Budget,Denmark,Connectivity Pack,Accessories & Services,Distributor,41,3150,0.153108,129150,19773.9,109376.1,892.4,36588.4,72787.7,0.665481
2026-01-01,Budget,Denmark,Connectivity Pack,Accessories & Services,Systems Integrator,28,3150,0.11326,88200,9989.53,78210.47,892.4,24987.2,53223.27,0.680513
2026-01-01,Budget,Germany,EdgeHub Pro,Control Systems,Enterprise,38,42600,0.051119,1618800,82751.44,1536048.56,24474.76,930040.88,606007.68,0.394524
2026-01-01,Budget,Germany,EdgeHub Pro,Control Systems,SME,23,42600,0.039835,979800,39030.33,940769.67,24474.76,562919.48,377850.19,0.401639
2026-01-01,Budget,Germany,EdgeHub Pro,Control Systems,Distributor,63,42600,0.117977,2683800,316626.67,2367173.33,24474.76,1541909.88,825263.45,0.348628
2026-01-01,Budget,Germany,EdgeHub Pro,Control Systems,Systems Integrator,35,42600,0.083977,1491000,125209.71,1365790.29,24474.76,856616.6,509173.69,0.372805
2026-01-01,Budget,Germany,EdgeHub Core,Control Systems,Enterprise,57,28400,0.082446,1618800,133463.58,1485336.42,15581.68,888155.76,597180.66,0.402051
2026-01-01,Budget,Germany,EdgeHub Core,Control Systems,SME,32,28400,0.048127,908800,43737.82,865062.18,15581.68,498613.76,366448.42,0.423609
2026-01-01,Budget,Germany,EdgeHub Core,Control Systems,Distributor,94,28400,0.117281,2669600,313093.36,2356506.64,15581.68,1464677.92,891828.72,0.378454
2026-01-01,Budget,Germany,EdgeHub Core,Control Systems,Systems Integrator,54,28400,0.108502,1533600,166398.67,1367201.33,15581.68,841410.72,525790.61,0.384574
2026-01-01,Budget,Germany,Control Mini,Control Systems,Enterprise,58,14700,0.078315,852600,66771.37,785828.63,7666.58,444661.64,341166.99,0.434149
2026-01-01,Budget,Germany,Control Mini,Control Systems,SME,36,14700,0.03486,529200,18447.91,510752.09,7666.58,275996.88,234755.21,0.459627
2026-01-01,Budget,Germany,Control Mini,Control Systems,Distributor,101,14700,0.145586,1484700,216151.53,1268548.47,7666.58,774324.58,494223.89,0.389598
2026-01-01,Budget,Germany,Control Mini,Control Systems,Systems Integrator,58,14700,0.088785,852600,75698.09,776901.91,7666.58,444661.64,332240.27,0.427648
2026-01-01,Budget,Germany,Sensor X Pro,Sensor Systems,Enterprise,82,11650,0.094449,955300,90227.13,865072.87,5560.82,455987.24,409085.63,0.472892
2026-01-01,Budget,Germany,Sensor X Pro,Sensor Systems,SME,42,11650,0.040784,489300,19955.61,469344.39,5560.82,233554.44,235789.95,0.502382
2026-01-01,Budget,Germany,Sensor X Pro,Sensor Systems,Distributor,110,11650,0.149226,1281500,191233.12,1090266.88,5560.82,611690.2,478576.68,0.438954
2026-01-01,Budget,Germany,Sensor X Pro,Sensor Systems,Systems Integrator,68,11650,0.088904,792200,70429.75,721770.25,5560.82,378135.76,343634.49,0.4761
2026-01-01,Budget,Germany,Sensor X,Sensor Systems,Enterprise,97,7700,0.070878,746900,52938.78,693961.22,3393.81,329199.57,364761.65,0.525623
2026-01-01,Budget,Germany,Sensor X,Sensor Systems,SME,63,7700,0.036931,485100,17915.23,467184.77,3393.81,213810.03,253374.74,0.542344
2026-01-01,Budget,Germany,Sensor X,Sensor Systems,Distributor,138,7700,0.145733,1062600,154855.89,907744.11,3393.81,468345.78,439398.33,0.484055
2026-01-01,Budget,Germany,Sensor X,Sensor Systems,Systems Integrator,92,7700,0.110941,708400,78590.6,629809.4,3393.81,312230.52,317578.88,0.504246
2026-01-01,Budget,Germany,Sensor Lite,Sensor Systems,Enterprise,105,3950,0.066592,414750,27619.03,387130.97,1641.53,172360.65,214770.32,0.554774
2026-01-01,Budget,Germany,Sensor Lite,Sensor Systems,SME,82,3950,0.038931,323900,12609.75,311290.25,1641.53,134605.46,176684.79,0.567589
2026-01-01,Budget,Germany,Sensor Lite,Sensor Systems,Distributor,187,3950,0.126556,738650,93480.59,645169.41,1641.53,306966.11,338203.3,0.524209
2026-01-01,Budget,Germany,Sensor Lite,Sensor Systems,Systems Integrator,131,3950,0.084645,517450,43799.56,473650.44,1641.53,215040.43,258610.01,0.545993
2026-01-01,Budget,Germany,Service Kit,Accessories & Services,Enterprise,85,4850,0.044728,412250,18439.12,393810.88,1535.3,130500.5,263310.38,0.668621
2026-01-01,Budget,Germany,Service Kit,Accessories & Services,SME,56,4850,0.04449,271600,12083.48,259516.52,1535.3,85976.8,173539.72,0.668704
2026-01-01,Budget,Germany,Service Kit,Accessories & Services,Distributor,139,4850,0.143697,674150,96873.33,577276.67,1535.3,213406.7,363869.97,0.630322
2026-01-01,Budget,Germany,Service Kit,Accessories & Services,Systems Integrator,77,4850,0.084242,373450,31460.17,341989.83,1535.3,118218.1,223771.73,0.654323
2026-01-01,Budget,Germany,Connectivity Pack,Accessories & Services,Enterprise,94,2950,0.072834,277300,20196.87,257103.13,906.37,85198.78,171904.35,0.66862
2026-01-01,Budget,Germany,Connectivity Pack,Accessories & Services,SME,67,2950,0.054722,197650,10815.8,186834.2,906.37,60726.79,126107.41,0.67497
2026-01-01,Budget,Germany,Connectivity Pack,Accessories & Services,Distributor,165,2950,0.148095,486750,72085.24,414664.76,906.37,149551.05,265113.71,0.639345
2026-01-01,Budget,Germany,Connectivity Pack,Accessories & Services,Systems Integrator,95,2950,0.091261,280250,25575.9,254674.1,906.37,86105.15,168568.95,0.661901
2026-01-01,Budget,Netherlands,EdgeHub Pro,Control Systems,Enterprise,16,43900,0.07123,702400,50031.95,652368.05,24706.4,395302.4,257065.65,0.39405
2026-01-01,Budget,Netherlands,EdgeHub Pro,Control Systems,SME,10,43900,0.02742,439000,12037.38,426962.62,24706.4,247064.0,179898.62,0.421345
2026-01-01,Budget,Netherlands,EdgeHub Pro,Control Systems,Distributor,18,43900,0.14864,790200,117455.33,672744.67,24706.4,444715.2,228029.47,0.338954
2026-01-01,Budget,Netherlands,EdgeHub Pro,Control Systems,Systems Integrator,10,43900,0.106047,439000,46554.63,392445.37,24706.4,247064.0,145381.37,0.37045
2026-01-01,Budget,Netherlands,EdgeHub Core,Control Systems,Enterprise,26,29250,0.085003,760500,64644.78,695855.22,15388.73,400106.98,295748.24,0.425014
2026-01-01,Budget,Netherlands,EdgeHub Core,Control Systems,SME,19,29250,0.04755,555750,26425.91,529324.09,15388.73,292385.87,236938.22,0.447624
2026-01-01,Budget,Netherlands,EdgeHub Core,Control Systems,Distributor,32,29250,0.129553,936000,121261.61,814738.39,15388.73,492439.36,322299.03,0.395586
2026-01-01,Budget,Netherlands,EdgeHub Core,Control Systems,Systems Integrator,15,29250,0.089335,438750,39195.73,399554.27,15388.73,230830.95,168723.32,0.422279
2026-01-01,Budget,Netherlands,Control Mini,Control Systems,Enterprise,30,15150,0.065511,454500,29774.75,424725.25,7666.98,230009.4,194715.85,0.458451
2026-01-01,Budget,Netherlands,Control Mini,Control Systems,SME,23,15150,0.047405,348450,16518.27,331931.73,7666.98,176340.54,155591.19,0.468745
2026-01-01,Budget,Netherlands,Control Mini,Control Systems,Distributor,38,15150,0.130792,575700,75296.95,500403.05,7666.98,291345.24,209057.81,0.417779
2026-01-01,Budget,Netherlands,Control Mini,Control Systems,Systems Integrator,24,15150,0.106679,363600,38788.48,324811.52,7666.98,184007.52,140804.0,0.433494
2026-01-01,Budget,Netherlands,Sensor X Pro,Sensor Systems,Enterprise,46,12000,0.041296,552000,22795.39,529204.61,5503.0,253138.0,276066.61,0.521663
2026-01-01,Budget,Netherlands,Sensor X Pro,Sensor Systems,SME,29,12000,0.02909,348000,10123.32,337876.68,5503.0,159587.0,178289.68,0.527677
2026-01-01,Budget,Netherlands,Sensor X Pro,Sensor Systems,Distributor,50,12000,0.126655,600000,75993.0,524007.0,5503.0,275150.0,248857.0,0.474912
2026-01-01,Budget,Netherlands,Sensor X Pro,Sensor Systems,Systems Integrator,29,12000,0.083296,348000,28987.01,319012.99,5503.0,159587.0,159425.99,0.499748
2026-01-01,Budget,Netherlands,Sensor X,Sensor Systems,Enterprise,70,7950,0.072828,556500,40528.78,515971.22,3425.0,239750.0,276221.22,0.535342
2026-01-01,Budget,Netherlands,Sensor X,Sensor Systems,SME,45,7950,0.019507,357750,6978.63,350771.37,3425.0,154125.0,196646.37,0.560611
2026-01-01,Budget,Netherlands,Sensor X,Sensor Systems,Distributor,66,7950,0.133112,524700,69843.87,454856.13,3425.0,226050.0,228806.13,0.50303
2026-01-01,Budget,Netherlands,Sensor X,Sensor Systems,Systems Integrator,42,7950,0.0989,333900,33022.71,300877.29,3425.0,143850.0,157027.29,0.521898
2026-01-01,Budget,Netherlands,Sensor Lite,Sensor Systems,Enterprise,92,4050,0.05615,372600,20921.49,351678.51,1683.9,154918.8,196759.71,0.559487
2026-01-01,Budget,Netherlands,Sensor Lite,Sensor Systems,SME,62,4050,0.045684,251100,11471.25,239628.75,1683.9,104401.8,135226.95,0.564319
2026-01-01,Budget,Netherlands,Sensor Lite,Sensor Systems,Distributor,84,4050,0.148186,340200,50412.88,289787.12,1683.9,141447.6,148339.52,0.511891
2026-01-01,Budget,Netherlands,Sensor Lite,Sensor Systems,Systems Integrator,54,4050,0.081081,218700,17732.41,200967.59,1683.9,90930.6,110036.99,0.547536
2026-01-01,Budget,Netherlands,Service Kit,Accessories & Services,Enterprise,53,5000,0.065268,265000,17296.02,247703.98,1557.24,82533.72,165170.26,0.666805
2026-01-01,Budget,Netherlands,Service Kit,Accessories & Services,SME,35,5000,0.029371,175000,5139.92,169860.08,1557.24,54503.4,115356.68,0.679128
2026-01-01,Budget,Netherlands,Service Kit,Accessories & Services,Distributor,57,5000,0.137479,285000,39181.52,245818.48,1557.24,88762.68,157055.8,0.63891
2026-01-01,Budget,Netherlands,Service Kit,Accessories & Services,Systems Integrator,34,5000,0.102286,170000,17388.62,152611.38,1557.24,52946.16,99665.22,0.653065
2026-01-01,Budget,Netherlands,Connectivity Pack,Accessories & Services,Enterprise,65,3050,0.041481,198250,8223.61,190026.39,895.32,58195.8,131830.59,0.693749
2026-01-01,Budget,Netherlands,Connectivity Pack,Accessories & Services,SME,48,3050,0.023453,146400,3433.52,142966.48,895.32,42975.36,99991.12,0.699403
2026-01-01,Budget,Netherlands,Connectivity Pack,Accessories & Services,Distributor,73,3050,0.142452,222650,31716.94,190933.06,895.32,65358.36,125574.7,0.65769
2026-01-01,Budget,Netherlands,Connectivity Pack,Accessories & Services,Systems Integrator,46,3050,0.083552,140300,11722.35,128577.65,895.32,41184.72,87392.93,0.67969
2026-01-01,Budget,United Kingdom,EdgeHub Pro,Control Systems,Enterprise,30,46100,0.089572,1383000,123878.08,1259121.92,24547.55,736426.5,522695.42,0.415127
2026-01-01,Budget,United Kingdom,EdgeHub Pro,Control Systems,SME,18,46100,0.04305,829800,35722.89,794077.11,24547.55,441855.9,352221.21,0.44356
2026-01-01,Budget,United Kingdom,EdgeHub Pro,Control Systems,Distributor,19,46100,0.147623,875900,129302.99,746597.01,24547.55,466403.45,280193.56,0.375294
2026-01-01,Budget,United Kingdom,EdgeHub Pro,Control Systems,Systems Integrator,15,46100,0.105726,691500,73109.53,618390.47,24547.55,368213.25,250177.22,0.404562
2026-01-01,Budget,United Kingdom,EdgeHub Core,Control Systems,Enterprise,41,30750,0.07097,1260750,89475.43,1171274.57,15370.12,630174.92,541099.65,0.461975
2026-01-01,Budget,United Kingdom,EdgeHub Core,Control Systems,SME,27,30750,0.044925,830250,37298.98,792951.02,15370.12,414993.24,377957.78,0.476647
2026-01-01,Budget,United Kingdom,EdgeHub Core,Control Systems,Distributor,32,30750,0.122881,984000,120914.9,863085.1,15370.12,491843.84,371241.26,0.430133
2026-01-01,Budget,United Kingdom,EdgeHub Core,Control Systems,Systems Integrator,27,30750,0.128871,830250,106995.15,723254.85,15370.12,414993.24,308261.61,0.426214
2026-01-01,Budget,United Kingdom,Control Mini,Control Systems,Enterprise,45,15900,0.059722,715500,42731.09,672768.91,7731.75,347928.75,324840.16,0.482841
2026-01-01,Budget,United Kingdom,Control Mini,Control Systems,SME,33,15900,0.055093,524700,28907.3,495792.7,7731.75,255147.75,240644.95,0.485374
2026-01-01,Budget,United Kingdom,Control Mini,Control Systems,Distributor,36,15900,0.137508,572400,78709.58,493690.42,7731.75,278343.0,215347.42,0.436199
2026-01-01,Budget,United Kingdom,Control Mini,Control Systems,Systems Integrator,29,15900,0.109375,461100,50432.81,410667.19,7731.75,224220.75,186446.44,0.454009
2026-01-01,Budget,United Kingdom,Sensor X Pro,Sensor Systems,Enterprise,55,12600,0.076454,693000,52982.62,640017.38,5531.32,304222.6,335794.78,0.524665
2026-01-01,Budget,United Kingdom,Sensor X Pro,Sensor Systems,SME,43,12600,0.038009,541800,20593.28,521206.72,5531.32,237846.76,283359.96,0.543661
