date,scenario,cost_centre,account,amount,headcount,average_employee_cost,seasonality_profile
2024-03-01,Actual,Sales,Other OPEX,183108.8,0,0.0,flat
2024-03-01,Actual,Operations,Other OPEX,166358.57,0,0.0,flat
2024-03-01,Actual,Product & R&D,Other OPEX,142200.13,0,0.0,flat
2024-03-01,Actual,Finance,Other OPEX,78683.75,0,0.0,flat
2024-03-01,Actual,People,Other OPEX,71303.54,0,0.0,flat
2024-03-01,Actual,Technology,Other OPEX,99413.17,0,0.0,flat
2024-03-01,Actual,Corporate,Other OPEX,120612.83,0,0.0,flat
2024-04-01,Actual,Sales,Payroll,4142117.33,43,96328.31,payroll
2024-04-01,Actual,Operations,Payroll,2914253.22,34,85713.33,payroll
2024-04-01,Actual,Product & R&D,Payroll,4953005.23,47,105383.09,payroll
2024-04-01,Actual,Finance,Payroll,1014196.8,10,101419.68,payroll
2024-04-01,Actual,People,Payroll,678066.55,7,96866.65,payroll
2024-04-01,Actual,Technology,Payroll,1506913.35,15,100460.89,payroll
2024-04-01,Actual,Corporate,Payroll,1007369.36,8,125921.17,payroll
2024-04-01,Actual,Operations,Contractors,549074.51,0,0.0,flat
2024-04-01,Actual,Product & R&D,Contractors,1687422.54,0,0.0,project
2024-04-01,Actual,Technology,Contractors,566097.8,0,0.0,project
2024-04-01,Actual,Sales,Marketing,2931972.76,0,0.0,commercial
2024-04-01,Actual,Technology,Software,935457.38,0,0.0,flat
2024-04-01,Actual,Product & R&D,Software,318124.72,0,0.0,flat
2024-04-01,Actual,Finance,Software,154918.23,0,0.0,flat
2024-04-01,Actual,Sales,Travel,572933.32,0,0.0,travel
2024-04-01,Actual,Operations,Travel,163373.83,0,0.0,travel
2024-04-01,Actual,Corporate,Travel,99938.88,0,0.0,travel
2024-04-01,Actual,Corporate,Facilities,1281396.69,0,0.0,flat
2024-04-01,Actual,Finance,Professional Services,239464.45,0,0.0,year_end
2024-04-01,Actual,People,Professional Services,186294.4,0,0.0,flat
2024-04-01,Actual,Corporate,Professional Services,325974.6,0,0.0,year_end
2024-04-01,Actual,Product & R&D,R&D,1504571.64,0,0.0,project
2024-04-01,Actual,Sales,Other OPEX,183550.79,0,0.0,flat
2024-04-01,Actual,Operations,Other OPEX,161067.28,0,0.0,flat
2024-04-01,Actual,Product & R&D,Other OPEX,138863.06,0,0.0,flat
2024-04-01,Actual,Finance,Other OPEX,82648.78,0,0.0,flat
2024-04-01,Actual,People,Other OPEX,64987.32,0,0.0,flat
2024-04-01,Actual,Technology,Other OPEX,98865.16,0,0.0,flat
2024-04-01,Actual,Corporate,Other OPEX,115728.06,0,0.0,flat
2024-05-01,Actual,Sales,Payroll,4122598.77,43,95874.39,payroll
2024-05-01,Actual,Operations,Payroll,3060370.25,35,87439.15,payroll
2024-05-01,Actual,Product & R&D,Payroll,4990274.82,47,106176.06,payroll
2024-05-01,Actual,Finance,Payroll,1018394.2,10,101839.42,payroll
2024-05-01,Actual,People,Payroll,672498.89,7,96071.27,payroll
2024-05-01,Actual,Technology,Payroll,1522889.25,15,101525.95,payroll
2024-05-01,Actual,Corporate,Payroll,1019738.4,8,127467.3,payroll
2024-05-01,Actual,Operations,Contractors,501805.64,0,0.0,flat
2024-05-01,Actual,Product & R&D,Contractors,1719080.57,0,0.0,project
2024-05-01,Actual,Technology,Contractors,657392.77,0,0.0,project
2024-05-01,Actual,Sales,Marketing,2897541.21,0,0.0,commercial
2024-05-01,Actual,Technology,Software,884621.98,0,0.0,flat
2024-05-01,Actual,Product & R&D,Software,300140.46,0,0.0,flat
2024-05-01,Actual,Finance,Software,159160.45,0,0.0,flat
2024-05-01,Actual,Sales,Travel,604486.79,0,0.0,travel
2024-05-01,Actual,Operations,Travel,162872.39,0,0.0,travel
2024-05-01,Actual,Corporate,Travel,108156.62,0,0.0,travel
2024-05-01,Actual,Corporate,Facilities,1246924.08,0,0.0,flat
2024-05-01,Actual,Finance,Professional Services,239680.67,0,0.0,year_end
2024-05-01,Actual,People,Professional Services,184667.25,0,0.0,flat
2024-05-01,Actual,Corporate,Professional Services,329756.06,0,0.0,year_end
2024-05-01,Actual,Product & R&D,R&D,1509814.87,0,0.0,project
2024-05-01,Actual,Sales,Other OPEX,193739.22,0,0.0,flat
2024-05-01,Actual,Operations,Other OPEX,159149.47,0,0.0,flat
2024-05-01,Actual,Product & R&D,Other OPEX,142555.03,0,0.0,flat
2024-05-01,Actual,Finance,Other OPEX,81091.93,0,0.0,flat
2024-05-01,Actual,People,Other OPEX,71615.83,0,0.0,flat
2024-05-01,Actual,Technology,Other OPEX,104473.16,0,0.0,flat
2024-05-01,Actual,Corporate,Other OPEX,119848.72,0,0.0,flat
2024-06-01,Actual,Sales,Payroll,4188923.69,43,97416.83,payroll
2024-06-01,Actual,Operations,Payroll,3019546.95,35,86272.77,payroll
2024-06-01,Actual,Product & R&D,Payroll,5096563.2,48,106178.4,payroll
2024-06-01,Actual,Finance,Payroll,1024027.2,10,102402.72,payroll
2024-06-01,Actual,People,Payroll,676919.67,7,96702.81,payroll
2024-06-01,Actual,Technology,Payroll,1622807.04,16,101425.44,payroll
2024-06-01,Actual,Corporate,Payroll,1016829.68,8,127103.71,payroll
2024-06-01,Actual,Operations,Contractors,479877.21,0,0.0,flat
2024-06-01,Actual,Product & R&D,Contractors,1892167.16,0,0.0,project
2024-06-01,Actual,Technology,Contractors,642857.07,0,0.0,project
2024-06-01,Actual,Sales,Marketing,2645504.12,0,0.0,commercial
2024-06-01,Actual,Technology,Software,917511.42,0,0.0,flat
2024-06-01,Actual,Product & R&D,Software,284786.28,0,0.0,flat
2024-06-01,Actual,Finance,Software,152352.94,0,0.0,flat
2024-06-01,Actual,Sales,Travel,589623.05,0,0.0,travel
2024-06-01,Actual,Operations,Travel,163950.25,0,0.0,travel
2024-06-01,Actual,Corporate,Travel,107925.04,0,0.0,travel
2024-06-01,Actual,Corporate,Facilities,1300675.3,0,0.0,flat
2024-06-01,Actual,Finance,Professional Services,261966.21,0,0.0,year_end
2024-06-01,Actual,People,Professional Services,185235.93,0,0.0,flat
2024-06-01,Actual,Corporate,Professional Services,352235.78,0,0.0,year_end
2024-06-01,Actual,Product & R&D,R&D,1703346.92,0,0.0,project
2024-06-01,Actual,Sales,Other OPEX,174081.17,0,0.0,flat
2024-06-01,Actual,Operations,Other OPEX,160876.76,0,0.0,flat
2024-06-01,Actual,Product & R&D,Other OPEX,140656.61,0,0.0,flat
2024-06-01,Actual,Finance,Other OPEX,79005.35,0,0.0,flat
2024-06-01,Actual,People,Other OPEX,69156.04,0,0.0,flat
2024-06-01,Actual,Technology,Other OPEX,99367.69,0,0.0,flat
2024-06-01,Actual,Corporate,Other OPEX,120280.41,0,0.0,flat
2024-07-01,Actual,Sales,Payroll,4273447.64,44,97123.81,payroll
2024-07-01,Actual,Operations,Payroll,3023148.45,35,86375.67,payroll
2024-07-01,Actual,Product & R&D,Payroll,5129477.76,48,106864.12,payroll
2024-07-01,Actual,Finance,Payroll,1015384.1,10,101538.41,payroll
2024-07-01,Actual,People,Payroll,679581.21,7,97083.03,payroll
2024-07-01,Actual,Technology,Payroll,1642844.96,16,102677.81,payroll
2024-07-01,Actual,Corporate,Payroll,1018431.92,8,127303.99,payroll
2024-07-01,Actual,Operations,Contractors,520149.63,0,0.0,flat
2024-07-01,Actual,Product & R&D,Contractors,1567550.13,0,0.0,project
2024-07-01,Actual,Technology,Contractors,562393.6,0,0.0,project
2024-07-01,Actual,Sales,Marketing,1715465.57,0,0.0,commercial
2024-07-01,Actual,Technology,Software,970800.57,0,0.0,flat
2024-07-01,Actual,Product & R&D,Software,309260.68,0,0.0,flat
2024-07-01,Actual,Finance,Software,155255.54,0,0.0,flat
2024-07-01,Actual,Sales,Travel,315431.01,0,0.0,travel
2024-07-01,Actual,Operations,Travel,79456.31,0,0.0,travel
2024-07-01,Actual,Corporate,Travel,58782.04,0,0.0,travel
2024-07-01,Actual,Corporate,Facilities,1293404.65,0,0.0,flat
2024-07-01,Actual,Finance,Professional Services,230064.07,0,0.0,year_end
2024-07-01,Actual,People,Professional Services,199384.4,0,0.0,flat
2024-07-01,Actual,Corporate,Professional Services,323247.64,0,0.0,year_end
2024-07-01,Actual,Product & R&D,R&D,1325895.98,0,0.0,project
2024-07-01,Actual,Sales,Other OPEX,181294.83,0,0.0,flat
2024-07-01,Actual,Operations,Other OPEX,154104.37,0,0.0,flat
2024-07-01,Actual,Product & R&D,Other OPEX,141883.11,0,0.0,flat
2024-07-01,Actual,Finance,Other OPEX,81736.03,0,0.0,flat
2024-07-01,Actual,People,Other OPEX,71506.69,0,0.0,flat
2024-07-01,Actual,Technology,Other OPEX,102034.55,0,0.0,flat
2024-07-01,Actual,Corporate,Other OPEX,118645.79,0,0.0,flat
2024-08-01,Actual,Sales,Payroll,4280393.48,44,97281.67,payroll
2024-08-01,Actual,Operations,Payroll,3073246.75,35,87807.05,payroll
2024-08-01,Actual,Product & R&D,Payroll,5280139.55,49,107757.95,payroll
2024-08-01,Actual,Finance,Payroll,1025917.7,10,102591.77,payroll
2024-08-01,Actual,People,Payroll,681922.64,7,97417.52,payroll
2024-08-01,Actual,Technology,Payroll,1640902.88,16,102556.43,payroll
2024-08-01,Actual,Corporate,Payroll,1025415.52,8,128176.94,payroll
2024-08-01,Actual,Operations,Contractors,540893.78,0,0.0,flat
2024-08-01,Actual,Product & R&D,Contractors,1559663.46,0,0.0,project
2024-08-01,Actual,Technology,Contractors,577431.12,0,0.0,project
2024-08-01,Actual,Sales,Marketing,2186731.98,0,0.0,commercial
2024-08-01,Actual,Technology,Software,904613.6,0,0.0,flat
2024-08-01,Actual,Product & R&D,Software,311506.62,0,0.0,flat
2024-08-01,Actual,Finance,Software,155600.35,0,0.0,flat
2024-08-01,Actual,Sales,Travel,406724.03,0,0.0,travel
2024-08-01,Actual,Operations,Travel,106940.94,0,0.0,travel
2024-08-01,Actual,Corporate,Travel,70519.54,0,0.0,travel
2024-08-01,Actual,Corporate,Facilities,1285535.91,0,0.0,flat
2024-08-01,Actual,Finance,Professional Services,226924.49,0,0.0,year_end
2024-08-01,Actual,People,Professional Services,172376.81,0,0.0,flat
2024-08-01,Actual,Corporate,Professional Services,335372.88,0,0.0,year_end
2024-08-01,Actual,Product & R&D,R&D,1391453.33,0,0.0,project
2024-08-01,Actual,Sales,Other OPEX,191835.46,0,0.0,flat
2024-08-01,Actual,Operations,Other OPEX,163693.88,0,0.0,flat
2024-08-01,Actual,Product & R&D,Other OPEX,151603.22,0,0.0,flat
2024-08-01,Actual,Finance,Other OPEX,88607.72,0,0.0,flat
2024-08-01,Actual,People,Other OPEX,69423.41,0,0.0,flat
2024-08-01,Actual,Technology,Other OPEX,104899.93,0,0.0,flat
2024-08-01,Actual,Corporate,Other OPEX,118218.89,0,0.0,flat
2024-09-01,Actual,Sales,Payroll,4307777.32,44,97904.03,payroll
2024-09-01,Actual,Operations,Payroll,3052455.0,35,87213.0,payroll
2024-09-01,Actual,Product & R&D,Payroll,5295622.57,49,108073.93,payroll
2024-09-01,Actual,Finance,Payroll,1034772.2,10,103477.22,payroll
2024-09-01,Actual,People,Payroll,688578.38,7,98368.34,payroll
2024-09-01,Actual,Technology,Payroll,1652388.32,16,103274.27,payroll
2024-09-01,Actual,Corporate,Payroll,1029582.56,8,128697.82,payroll
2024-09-01,Actual,Operations,Contractors,535226.47,0,0.0,flat
2024-09-01,Actual,Product & R&D,Contractors,1875136.44,0,0.0,project
2024-09-01,Actual,Technology,Contractors,658507.48,0,0.0,project
2024-09-01,Actual,Sales,Marketing,3265574.27,0,0.0,commercial
2024-09-01,Actual,Technology,Software,936686.13,0,0.0,flat
2024-09-01,Actual,Product & R&D,Software,332675.99,0,0.0,flat
2024-09-01,Actual,Finance,Software,150843.5,0,0.0,flat
2024-09-01,Actual,Sales,Travel,676725.22,0,0.0,travel
2024-09-01,Actual,Operations,Travel,187399.62,0,0.0,travel
2024-09-01,Actual,Corporate,Travel,116568.29,0,0.0,travel
2024-09-01,Actual,Corporate,Facilities,1258895.01,0,0.0,flat
2024-09-01,Actual,Finance,Professional Services,250909.63,0,0.0,year_end
2024-09-01,Actual,People,Professional Services,180915.26,0,0.0,flat
2024-09-01,Actual,Corporate,Professional Services,364223.37,0,0.0,year_end
2024-09-01,Actual,Product & R&D,R&D,1510089.77,0,0.0,project
2024-09-01,Actual,Sales,Other OPEX,184066.43,0,0.0,flat
2024-09-01,Actual,Operations,Other OPEX,160904.15,0,0.0,flat
2024-09-01,Actual,Product & R&D,Other OPEX,133423.4,0,0.0,flat
2024-09-01,Actual,Finance,Other OPEX,78446.08,0,0.0,flat
2024-09-01,Actual,People,Other OPEX,70228.66,0,0.0,flat
2024-09-01,Actual,Technology,Other OPEX,106936.4,0,0.0,flat
2024-09-01,Actual,Corporate,Other OPEX,117822.89,0,0.0,flat
2024-10-01,Actual,Sales,Payroll,4319533.24,44,98171.21,payroll
2024-10-01,Actual,Operations,Payroll,3054604.7,35,87274.42,payroll
2024-10-01,Actual,Product & R&D,Payroll,5308964.78,49,108346.22,payroll
2024-10-01,Actual,Finance,Payroll,1038048.1,10,103804.81,payroll
2024-10-01,Actual,People,Payroll,688456.3,7,98350.9,payroll
2024-10-01,Actual,Technology,Payroll,1655050.08,16,103440.63,payroll
2024-10-01,Actual,Corporate,Payroll,1031347.92,8,128918.49,payroll
2024-10-01,Actual,Operations,Contractors,532324.26,0,0.0,flat
2024-10-01,Actual,Product & R&D,Contractors,1877609.4,0,0.0,project
2024-10-01,Actual,Technology,Contractors,666522.07,0,0.0,project
2024-10-01,Actual,Sales,Marketing,3246208.71,0,0.0,commercial
2024-10-01,Actual,Technology,Software,949128.53,0,0.0,flat
2024-10-01,Actual,Product & R&D,Software,309128.81,0,0.0,flat
2024-10-01,Actual,Finance,Software,163653.37,0,0.0,flat
2024-10-01,Actual,Sales,Travel,632803.63,0,0.0,travel
2024-10-01,Actual,Operations,Travel,176545.89,0,0.0,travel
2024-10-01,Actual,Corporate,Travel,120745.16,0,0.0,travel
2024-10-01,Actual,Corporate,Facilities,1319182.74,0,0.0,flat
2024-10-01,Actual,Finance,Professional Services,281374.84,0,0.0,year_end
2024-10-01,Actual,People,Professional Services,191373.78,0,0.0,flat
2024-10-01,Actual,Corporate,Professional Services,406364.45,0,0.0,year_end
2024-10-01,Actual,Product & R&D,R&D,1712648.89,0,0.0,project
2024-10-01,Actual,Sales,Other OPEX,190124.67,0,0.0,flat
2024-10-01,Actual,Operations,Other OPEX,167410.47,0,0.0,flat
2024-10-01,Actual,Product & R&D,Other OPEX,150928.71,0,0.0,flat
2024-10-01,Actual,Finance,Other OPEX,79719.08,0,0.0,flat
2024-10-01,Actual,People,Other OPEX,69137.87,0,0.0,flat
2024-10-01,Actual,Technology,Other OPEX,101228.06,0,0.0,flat
2024-10-01,Actual,Corporate,Other OPEX,128225.66,0,0.0,flat
2024-11-01,Actual,Sales,Payroll,4435315.2,45,98562.56,payroll
2024-11-01,Actual,Operations,Payroll,3102689.45,35,88648.27,payroll
2024-11-01,Actual,Product & R&D,Payroll,5438992.0,50,108779.84,payroll
2024-11-01,Actual,Finance,Payroll,1028193.8,10,102819.38,payroll
2024-11-01,Actual,People,Payroll,688854.74,7,98407.82,payroll
2024-11-01,Actual,Technology,Payroll,1663348.16,16,103959.26,payroll
2024-11-01,Actual,Corporate,Payroll,1033296.0,8,129162.0,payroll
2024-11-01,Actual,Operations,Contractors,503750.68,0,0.0,flat
2024-11-01,Actual,Product & R&D,Contractors,1871258.15,0,0.0,project
2024-11-01,Actual,Technology,Contractors,607305.05,0,0.0,project
2024-11-01,Actual,Sales,Marketing,2826348.47,0,0.0,commercial
2024-11-01,Actual,Technology,Software,923482.94,0,0.0,flat
2024-11-01,Actual,Product & R&D,Software,322272.33,0,0.0,flat
2024-11-01,Actual,Finance,Software,155875.52,0,0.0,flat
2024-11-01,Actual,Sales,Travel,627792.1,0,0.0,travel
2024-11-01,Actual,Operations,Travel,184652.76,0,0.0,travel
2024-11-01,Actual,Corporate,Travel,110435.07,0,0.0,travel
2024-11-01,Actual,Corporate,Facilities,1267508.81,0,0.0,flat
2024-11-01,Actual,Finance,Professional Services,307394.98,0,0.0,year_end
2024-11-01,Actual,People,Professional Services,197341.09,0,0.0,flat
2024-11-01,Actual,Corporate,Professional Services,452644.29,0,0.0,year_end
2024-11-01,Actual,Product & R&D,R&D,1635863.29,0,0.0,project
2024-11-01,Actual,Sales,Other OPEX,189657.56,0,0.0,flat
2024-11-01,Actual,Operations,Other OPEX,172414.85,0,0.0,flat
2024-11-01,Actual,Product & R&D,Other OPEX,146410.4,0,0.0,flat
2024-11-01,Actual,Finance,Other OPEX,82090.81,0,0.0,flat
2024-11-01,Actual,People,Other OPEX,71952.95,0,0.0,flat
2024-11-01,Actual,Technology,Other OPEX,105595.97,0,0.0,flat
2024-11-01,Actual,Corporate,Other OPEX,119725.58,0,0.0,flat
2024-12-01,Actual,Sales,Payroll,4455580.5,45,99012.9,payroll
2024-12-01,Actual,Operations,Payroll,3196430.28,36,88789.73,payroll
2024-12-01,Actual,Product & R&D,Payroll,5462437.0,50,109248.74,payroll
2024-12-01,Actual,Finance,Payroll,1035298.5,10,103529.85,payroll
2024-12-01,Actual,People,Payroll,697961.67,7,99708.81,payroll
2024-12-01,Actual,Technology,Payroll,1677153.92,16,104822.12,payroll
2024-12-01,Actual,Corporate,Payroll,1044325.52,8,130540.69,payroll
2024-12-01,Actual,Operations,Contractors,511954.53,0,0.0,flat
2024-12-01,Actual,Product & R&D,Contractors,1536097.01,0,0.0,project
2024-12-01,Actual,Technology,Contractors,570215.2,0,0.0,project
2024-12-01,Actual,Sales,Marketing,2853376.41,0,0.0,commercial
2024-12-01,Actual,Technology,Software,982323.5,0,0.0,flat
2024-12-01,Actual,Product & R&D,Software,330527.47,0,0.0,flat
2024-12-01,Actual,Finance,Software,155592.49,0,0.0,flat
2024-12-01,Actual,Sales,Travel,374421.53,0,0.0,travel
2024-12-01,Actual,Operations,Travel,112228.34,0,0.0,travel
2024-12-01,Actual,Corporate,Travel,71526.01,0,0.0,travel
2024-12-01,Actual,Corporate,Facilities,1245818.09,0,0.0,flat
2024-12-01,Actual,Finance,Professional Services,362337.24,0,0.0,year_end
2024-12-01,Actual,People,Professional Services,193495.75,0,0.0,flat
2024-12-01,Actual,Corporate,Professional Services,476257.88,0,0.0,year_end
2024-12-01,Actual,Product & R&D,R&D,1343069.83,0,0.0,project
2024-12-01,Actual,Sales,Other OPEX,189288.11,0,0.0,flat
2024-12-01,Actual,Operations,Other OPEX,167069.12,0,0.0,flat
2024-12-01,Actual,Product & R&D,Other OPEX,141708.04,0,0.0,flat
2024-12-01,Actual,Finance,Other OPEX,77556.34,0,0.0,flat
2024-12-01,Actual,People,Other OPEX,69782.05,0,0.0,flat
2024-12-01,Actual,Technology,Other OPEX,101587.82,0,0.0,flat
2024-12-01,Actual,Corporate,Other OPEX,121583.59,0,0.0,flat
2025-01-01,Actual,Sales,Payroll,4482344.25,45,99607.65,payroll
2025-01-01,Actual,Operations,Payroll,3201543.36,36,88931.76,payroll
2025-01-01,Actual,Product & R&D,Payroll,5601885.9,51,109840.9,payroll
2025-01-01,Actual,Finance,Payroll,1047275.1,10,104727.51,payroll
2025-01-01,Actual,People,Payroll,692127.1,7,98875.3,payroll
2025-01-01,Actual,Technology,Payroll,1674584.16,16,104661.51,payroll
2025-01-01,Actual,Corporate,Payroll,1054591.68,8,131823.96,payroll
2025-01-01,Actual,Operations,Contractors,486508.58,0,0.0,flat
2025-01-01,Actual,Product & R&D,Contractors,1579198.52,0,0.0,project
2025-01-01,Actual,Technology,Contractors,612534.75,0,0.0,project
2025-01-01,Actual,Sales,Marketing,2360408.72,0,0.0,commercial
2025-01-01,Actual,Technology,Software,976131.52,0,0.0,flat
2025-01-01,Actual,Product & R&D,Software,338657.48,0,0.0,flat
2025-01-01,Actual,Finance,Software,159022.98,0,0.0,flat
2025-01-01,Actual,Sales,Travel,497901.28,0,0.0,travel
2025-01-01,Actual,Operations,Travel,134590.76,0,0.0,travel
2025-01-01,Actual,Corporate,Travel,85803.67,0,0.0,travel
2025-01-01,Actual,Corporate,Facilities,1272601.35,0,0.0,flat
2025-01-01,Actual,Finance,Professional Services,229096.99,0,0.0,year_end
2025-01-01,Actual,People,Professional Services,185334.67,0,0.0,flat
2025-01-01,Actual,Corporate,Professional Services,321986.45,0,0.0,year_end
2025-01-01,Actual,Product & R&D,R&D,1379257.82,0,0.0,project
2025-01-01,Actual,Sales,Other OPEX,190736.21,0,0.0,flat
2025-01-01,Actual,Operations,Other OPEX,176080.53,0,0.0,flat
2025-01-01,Actual,Product & R&D,Other OPEX,145561.87,0,0.0,flat
2025-01-01,Actual,Finance,Other OPEX,81754.23,0,0.0,flat
2025-01-01,Actual,People,Other OPEX,74930.82,0,0.0,flat
2025-01-01,Actual,Technology,Other OPEX,103069.14,0,0.0,flat
2025-01-01,Actual,Corporate,Other OPEX,127257.76,0,0.0,flat
2025-02-01,Actual,Sales,Payroll,4597513.7,46,99945.95,payroll
2025-02-01,Actual,Operations,Payroll,3207924.0,36,89109.0,payroll
2025-02-01,Actual,Product & R&D,Payroll,5614815.42,51,110094.42,payroll
2025-02-01,Actual,Finance,Payroll,1044544.7,10,104454.47,payroll
2025-02-01,Actual,People,Payroll,699596.73,7,99942.39,payroll
2025-02-01,Actual,Technology,Payroll,1675977.76,16,104748.61,payroll
2025-02-01,Actual,Corporate,Payroll,1048288.24,8,131036.03,payroll
2025-02-01,Actual,Operations,Contractors,517942.74,0,0.0,flat
2025-02-01,Actual,Product & R&D,Contractors,1689164.77,0,0.0,project
2025-02-01,Actual,Technology,Contractors,583338.14,0,0.0,project
2025-02-01,Actual,Sales,Marketing,2627210.28,0,0.0,commercial
2025-02-01,Actual,Technology,Software,1014593.68,0,0.0,flat
2025-02-01,Actual,Product & R&D,Software,297907.87,0,0.0,flat
2025-02-01,Actual,Finance,Software,155019.9,0,0.0,flat
