date,scenario,country,product,product_family,segment,units,list_price,discount_rate,gross_sales,discount_value,net_revenue,unit_cost,cogs,gross_profit,gross_margin_pct
2024-01-01,Actual,Norway,Sensor X,Sensor Systems,Systems Integrator,45,7600,0.1014,342000,34678.8,307321.2,3195.62,143802.9,163518.3,0.532076
2024-01-01,Actual,Norway,Sensor Lite,Sensor Systems,Enterprise,132,3900,0.072683,514800,37417.21,477382.79,1554.07,205137.24,272245.55,0.570288
2024-01-01,Actual,Norway,Sensor Lite,Sensor Systems,SME,82,3900,0.040811,319800,13051.36,306748.64,1554.07,127433.74,179314.9,0.584566
2024-01-01,Actual,Norway,Sensor Lite,Sensor Systems,Distributor,57,3900,0.147575,222300,32805.92,189494.08,1554.07,88581.99,100912.09,0.532534
2024-01-01,Actual,Norway,Sensor Lite,Sensor Systems,Systems Integrator,46,3900,0.096164,179400,17251.82,162148.18,1554.07,71487.22,90660.96,0.559124
2024-01-01,Actual,Norway,Service Kit,Accessories & Services,Enterprise,89,4800,0.066698,427200,28493.39,398706.61,1441.82,128321.98,270384.63,0.678154
2024-01-01,Actual,Norway,Service Kit,Accessories & Services,SME,66,4800,0.02961,316800,9380.45,307419.55,1441.82,95160.12,212259.43,0.690455
2024-01-01,Actual,Norway,Service Kit,Accessories & Services,Distributor,46,4800,0.119806,220800,26453.16,194346.84,1441.82,66323.72,128023.12,0.658735
2024-01-01,Actual,Norway,Service Kit,Accessories & Services,Systems Integrator,39,4800,0.101953,187200,19085.6,168114.4,1441.82,56230.98,111883.42,0.66552
2024-01-01,Actual,Norway,Connectivity Pack,Accessories & Services,Enterprise,120,2900,0.07952,348000,27672.96,320327.04,855.98,102717.6,217609.44,0.679335
2024-01-01,Actual,Norway,Connectivity Pack,Accessories & Services,SME,69,2900,0.034452,200100,6893.85,193206.15,855.98,59062.62,134143.53,0.694303
2024-01-01,Actual,Norway,Connectivity Pack,Accessories & Services,Distributor,55,2900,0.137704,159500,21963.79,137536.21,855.98,47078.9,90457.31,0.657698
2024-01-01,Actual,Norway,Connectivity Pack,Accessories & Services,Systems Integrator,43,2900,0.086401,124700,10774.2,113925.8,855.98,36807.14,77118.66,0.67692
2024-01-01,Actual,Sweden,EdgeHub Pro,Control Systems,Enterprise,19,41150,0.071709,781850,56065.68,725784.32,22746.23,432178.37,293605.95,0.404536
2024-01-01,Actual,Sweden,EdgeHub Pro,Control Systems,SME,14,41150,0.034873,576100,20090.34,556009.66,22746.23,318447.22,237562.44,0.427263
2024-01-01,Actual,Sweden,EdgeHub Pro,Control Systems,Distributor,13,41150,0.147507,534950,78908.87,456041.13,22746.23,295700.99,160340.14,0.351591
2024-01-01,Actual,Sweden,EdgeHub Pro,Control Systems,Systems Integrator,10,41150,0.105481,411500,43405.43,368094.57,22746.23,227462.3,140632.27,0.382055
2024-01-01,Actual,Sweden,EdgeHub Core,Control Systems,Enterprise,30,27450,0.065419,823500,53872.55,769627.45,14384.82,431544.6,338082.85,0.439281
2024-01-01,Actual,Sweden,EdgeHub Core,Control Systems,SME,20,27450,0.045844,549000,25168.36,523831.64,14384.82,287696.4,236135.24,0.450785
2024-01-01,Actual,Sweden,EdgeHub Core,Control Systems,Distributor,21,27450,0.14015,576450,80789.47,495660.53,14384.82,302081.22,193579.31,0.390548
2024-01-01,Actual,Sweden,EdgeHub Core,Control Systems,Systems Integrator,17,27450,0.105358,466650,49165.31,417484.69,14384.82,244541.94,172942.75,0.414249
2024-01-01,Actual,Sweden,Control Mini,Control Systems,Enterprise,41,14200,0.06492,582200,37796.42,544403.58,7257.49,297557.09,246846.49,0.453426
2024-01-01,Actual,Sweden,Control Mini,Control Systems,SME,29,14200,0.019752,411800,8133.87,403666.13,7257.49,210467.21,193198.92,0.478611
2024-01-01,Actual,Sweden,Control Mini,Control Systems,Distributor,26,14200,0.124128,369200,45828.06,323371.94,7257.49,188694.74,134677.2,0.416478
2024-01-01,Actual,Sweden,Control Mini,Control Systems,Systems Integrator,20,14200,0.104797,284000,29762.35,254237.65,7257.49,145149.8,109087.85,0.429078
2024-01-01,Actual,Sweden,Sensor X Pro,Sensor Systems,Enterprise,49,11250,0.085591,551250,47182.04,504067.96,5143.5,252031.5,252036.46,0.500005
2024-01-01,Actual,Sweden,Sensor X Pro,Sensor Systems,SME,35,11250,0.04885,393750,19234.69,374515.31,5143.5,180022.5,194492.81,0.519319
2024-01-01,Actual,Sweden,Sensor X Pro,Sensor Systems,Distributor,33,11250,0.137535,371250,51059.87,320190.13,5143.5,169735.5,150454.63,0.469892
2024-01-01,Actual,Sweden,Sensor X Pro,Sensor Systems,Systems Integrator,25,11250,0.095932,281250,26980.88,254269.12,5143.5,128587.5,125681.62,0.494286
2024-01-01,Actual,Sweden,Sensor X,Sensor Systems,Enterprise,62,7450,0.075213,461900,34740.88,427159.12,3232.27,200400.74,226758.38,0.530852
2024-01-01,Actual,Sweden,Sensor X,Sensor Systems,SME,52,7450,0.03287,387400,12733.84,374666.16,3232.27,168078.04,206588.12,0.551393
2024-01-01,Actual,Sweden,Sensor X,Sensor Systems,Distributor,45,7450,0.140866,335250,47225.33,288024.67,3232.27,145452.15,142572.52,0.495001
2024-01-01,Actual,Sweden,Sensor X,Sensor Systems,Systems Integrator,37,7450,0.102792,275650,28334.61,247315.39,3232.27,119593.99,127721.4,0.516431
2024-01-01,Actual,Sweden,Sensor Lite,Sensor Systems,Enterprise,104,3800,0.067128,395200,26528.99,368671.01,1550.41,161242.64,207428.37,0.562638
2024-01-01,Actual,Sweden,Sensor Lite,Sensor Systems,SME,60,3800,0.042151,228000,9610.43,218389.57,1550.41,93024.6,125364.97,0.574043
2024-01-01,Actual,Sweden,Sensor Lite,Sensor Systems,Distributor,66,3800,0.15631,250800,39202.55,211597.45,1550.41,102327.06,109270.39,0.516407
2024-01-01,Actual,Sweden,Sensor Lite,Sensor Systems,Systems Integrator,52,3800,0.104282,197600,20606.12,176993.88,1550.41,80621.32,96372.56,0.544497
2024-01-01,Actual,Sweden,Service Kit,Accessories & Services,Enterprise,49,4700,0.062323,230300,14352.99,215947.01,1475.46,72297.54,143649.47,0.665207
2024-01-01,Actual,Sweden,Service Kit,Accessories & Services,SME,35,4700,0.035322,164500,5810.47,158689.53,1475.46,51641.1,107048.43,0.674578
2024-01-01,Actual,Sweden,Service Kit,Accessories & Services,Distributor,34,4700,0.147622,159800,23590.0,136210.0,1475.46,50165.64,86044.36,0.631704
2024-01-01,Actual,Sweden,Service Kit,Accessories & Services,Systems Integrator,28,4700,0.08235,131600,10837.26,120762.74,1475.46,41312.88,79449.86,0.6579
2024-01-01,Actual,Sweden,Connectivity Pack,Accessories & Services,Enterprise,74,2850,0.080058,210900,16884.23,194015.77,839.64,62133.36,131882.41,0.679751
2024-01-01,Actual,Sweden,Connectivity Pack,Accessories & Services,SME,59,2850,0.074966,168150,12605.53,155544.47,839.64,49538.76,106005.71,0.681514
2024-01-01,Actual,Sweden,Connectivity Pack,Accessories & Services,Distributor,53,2850,0.128126,151050,19353.43,131696.57,839.64,44500.92,87195.65,0.662095
2024-01-01,Actual,Sweden,Connectivity Pack,Accessories & Services,Systems Integrator,32,2850,0.103213,91200,9413.03,81786.97,839.64,26868.48,54918.49,0.671482
2024-01-01,Actual,Denmark,EdgeHub Pro,Control Systems,Enterprise,13,42850,0.062655,557050,34901.97,522148.03,22775.63,296083.19,226064.84,0.432952
2024-01-01,Actual,Denmark,EdgeHub Pro,Control Systems,SME,9,42850,0.052792,385650,20359.23,365290.77,22775.63,204980.67,160310.1,0.438856
2024-01-01,Actual,Denmark,EdgeHub Pro,Control Systems,Distributor,9,42850,0.138096,385650,53256.72,332393.28,22775.63,204980.67,127412.61,0.383319
2024-01-01,Actual,Denmark,EdgeHub Pro,Control Systems,Systems Integrator,6,42850,0.079904,257100,20543.32,236556.68,22775.63,136653.78,99902.9,0.422321
2024-01-01,Actual,Denmark,EdgeHub Core,Control Systems,Enterprise,23,28550,0.091215,656650,59896.33,596753.67,14415.38,331553.74,265199.93,0.444404
2024-01-01,Actual,Denmark,EdgeHub Core,Control Systems,SME,15,28550,0.051793,428250,22180.35,406069.65,14415.38,216230.7,189838.95,0.467503
2024-01-01,Actual,Denmark,EdgeHub Core,Control Systems,Distributor,13,28550,0.125781,371150,46683.62,324466.38,14415.38,187399.94,137066.44,0.422436
2024-01-01,Actual,Denmark,EdgeHub Core,Control Systems,Systems Integrator,10,28550,0.091297,285500,26065.29,259434.71,14415.38,144153.8,115280.91,0.444354
2024-01-01,Actual,Denmark,Control Mini,Control Systems,Enterprise,30,14800,0.080062,444000,35547.53,408452.47,7383.9,221517.0,186935.47,0.457668
2024-01-01,Actual,Denmark,Control Mini,Control Systems,SME,20,14800,0.051179,296000,15148.98,280851.02,7383.9,147678.0,133173.02,0.474177
2024-01-01,Actual,Denmark,Control Mini,Control Systems,Distributor,20,14800,0.13812,296000,40883.52,255116.48,7383.9,147678.0,107438.48,0.421135
2024-01-01,Actual,Denmark,Control Mini,Control Systems,Systems Integrator,16,14800,0.092143,236800,21819.46,214980.54,7383.9,118142.4,96838.14,0.450451
2024-01-01,Actual,Denmark,Sensor X Pro,Sensor Systems,Enterprise,36,11750,0.055293,423000,23388.94,399611.06,5227.83,188201.88,211409.18,0.529037
2024-01-01,Actual,Denmark,Sensor X Pro,Sensor Systems,SME,22,11750,0.042071,258500,10875.35,247624.65,5227.83,115012.26,132612.39,0.535538
2024-01-01,Actual,Denmark,Sensor X Pro,Sensor Systems,Distributor,26,11750,0.14192,305500,43356.56,262143.44,5227.83,135923.58,126219.86,0.481492
2024-01-01,Actual,Denmark,Sensor X Pro,Sensor Systems,Systems Integrator,19,11750,0.10343,223250,23090.75,200159.25,5227.83,99328.77,100830.48,0.503751
2024-01-01,Actual,Denmark,Sensor X,Sensor Systems,Enterprise,55,7750,0.065069,426250,27735.66,398514.34,3250.15,178758.25,219756.09,0.551438
2024-01-01,Actual,Denmark,Sensor X,Sensor Systems,SME,39,7750,0.045145,302250,13645.08,288604.92,3250.15,126755.85,161849.07,0.560798
2024-01-01,Actual,Denmark,Sensor X,Sensor Systems,Distributor,37,7750,0.142199,286750,40775.56,245974.44,3250.15,120255.55,125718.89,0.511106
2024-01-01,Actual,Denmark,Sensor X,Sensor Systems,Systems Integrator,24,7750,0.083582,186000,15546.25,170453.75,3250.15,78003.6,92450.15,0.542377
2024-01-01,Actual,Denmark,Sensor Lite,Sensor Systems,Enterprise,85,4000,0.067846,340000,23067.64,316932.36,1580.71,134360.35,182572.01,0.57606
2024-01-01,Actual,Denmark,Sensor Lite,Sensor Systems,SME,48,4000,0.057537,192000,11047.1,180952.9,1580.71,75874.08,105078.82,0.580697
2024-01-01,Actual,Denmark,Sensor Lite,Sensor Systems,Distributor,42,4000,0.129263,168000,21716.18,146283.82,1580.71,66389.82,79894.0,0.546157
2024-01-01,Actual,Denmark,Sensor Lite,Sensor Systems,Systems Integrator,39,4000,0.095265,156000,14861.34,141138.66,1580.71,61647.69,79490.97,0.563212
2024-01-01,Actual,Denmark,Service Kit,Accessories & Services,Enterprise,44,4900,0.074051,215600,15965.4,199634.6,1449.91,63796.04,135838.56,0.680436
2024-01-01,Actual,Denmark,Service Kit,Accessories & Services,SME,33,4900,0.041087,161700,6643.77,155056.23,1449.91,47847.03,107209.2,0.691421
2024-01-01,Actual,Denmark,Service Kit,Accessories & Services,Distributor,28,4900,0.115398,137200,15832.61,121367.39,1449.91,40597.48,80769.91,0.665499
2024-01-01,Actual,Denmark,Service Kit,Accessories & Services,Systems Integrator,22,4900,0.089881,107800,9689.17,98110.83,1449.91,31898.02,66212.81,0.674878
2024-01-01,Actual,Denmark,Connectivity Pack,Accessories & Services,Enterprise,55,2950,0.065991,162250,10707.04,151542.96,837.57,46066.35,105476.61,0.696018
2024-01-01,Actual,Denmark,Connectivity Pack,Accessories & Services,SME,42,2950,0.024083,123900,2983.88,120916.12,837.57,35177.94,85738.18,0.709072
2024-01-01,Actual,Denmark,Connectivity Pack,Accessories & Services,Distributor,36,2950,0.13419,106200,14250.98,91949.02,837.57,30152.52,61796.5,0.672074
2024-01-01,Actual,Denmark,Connectivity Pack,Accessories & Services,Systems Integrator,29,2950,0.112033,85550,9584.42,75965.58,837.57,24289.53,51676.05,0.680256
2024-01-01,Actual,Germany,EdgeHub Pro,Control Systems,Enterprise,33,40300,0.068146,1329900,90627.37,1239272.63,23148.52,763901.16,475371.47,0.383589
2024-01-01,Actual,Germany,EdgeHub Pro,Control Systems,SME,17,40300,0.037314,685100,25563.82,659536.18,23148.52,393524.84,266011.34,0.403331
2024-01-01,Actual,Germany,EdgeHub Pro,Control Systems,Distributor,48,40300,0.142119,1934400,274914.99,1659485.01,23148.52,1111128.96,548356.05,0.330437
2024-01-01,Actual,Germany,EdgeHub Pro,Control Systems,Systems Integrator,26,40300,0.101086,1047800,105917.91,941882.09,23148.52,601861.52,340020.57,0.361001
2024-01-01,Actual,Germany,EdgeHub Core,Control Systems,Enterprise,52,26900,0.092522,1398800,129419.77,1269380.23,14539.71,756064.92,513315.31,0.404383
2024-01-01,Actual,Germany,EdgeHub Core,Control Systems,SME,25,26900,0.036551,672500,24580.55,647919.45,14539.71,363492.75,284426.7,0.438985
2024-01-01,Actual,Germany,EdgeHub Core,Control Systems,Distributor,61,26900,0.132912,1640900,218095.3,1422804.7,14539.71,886922.31,535882.39,0.376638
2024-01-01,Actual,Germany,EdgeHub Core,Control Systems,Systems Integrator,43,26900,0.11447,1156700,132407.45,1024292.55,14539.71,625207.53,399085.02,0.38962
2024-01-01,Actual,Germany,Control Mini,Control Systems,Enterprise,50,13900,0.044233,695000,30741.94,664258.06,7137.01,356850.5,307407.56,0.462783
2024-01-01,Actual,Germany,Control Mini,Control Systems,SME,32,13900,0.027251,444800,12121.24,432678.76,7137.01,228384.32,204294.44,0.472162
2024-01-01,Actual,Germany,Control Mini,Control Systems,Distributor,80,13900,0.129478,1112000,143979.54,968020.46,7137.01,570960.8,397059.66,0.410177
2024-01-01,Actual,Germany,Control Mini,Control Systems,Systems Integrator,50,13900,0.078907,695000,54840.37,640159.63,7137.01,356850.5,283309.13,0.44256
2024-01-01,Actual,Germany,Sensor X Pro,Sensor Systems,Enterprise,73,11050,0.054551,806650,44003.56,762646.44,5108.46,372917.58,389728.86,0.511022
2024-01-01,Actual,Germany,Sensor X Pro,Sensor Systems,SME,36,11050,0.062043,397800,24680.71,373119.29,5108.46,183904.56,189214.73,0.507116
2024-01-01,Actual,Germany,Sensor X Pro,Sensor Systems,Distributor,122,11050,0.125941,1348100,169781.06,1178318.94,5108.46,623232.12,555086.82,0.471084
2024-01-01,Actual,Germany,Sensor X Pro,Sensor Systems,Systems Integrator,58,11050,0.104099,640900,66717.05,574182.95,5108.46,296290.68,277892.27,0.483979
2024-01-01,Actual,Germany,Sensor X,Sensor Systems,Enterprise,73,7300,0.067057,532900,35734.68,497165.32,3266.38,238445.74,258719.58,0.520389
2024-01-01,Actual,Germany,Sensor X,Sensor Systems,SME,53,7300,0.045217,386900,17494.46,369405.54,3266.38,173118.14,196287.4,0.53136
2024-01-01,Actual,Germany,Sensor X,Sensor Systems,Distributor,122,7300,0.138394,890600,123253.7,767346.3,3266.38,398498.36,368847.94,0.48068
2024-01-01,Actual,Germany,Sensor X,Sensor Systems,Systems Integrator,68,7300,0.097142,496400,48221.29,448178.71,3266.38,222113.84,226064.87,0.504408
2024-01-01,Actual,Germany,Sensor Lite,Sensor Systems,Enterprise,100,3750,0.063336,375000,23751.0,351249.0,1545.05,154505.0,196744.0,0.560127
2024-01-01,Actual,Germany,Sensor Lite,Sensor Systems,SME,64,3750,0.052153,240000,12516.72,227483.28,1545.05,98883.2,128600.08,0.565317
2024-01-01,Actual,Germany,Sensor Lite,Sensor Systems,Distributor,157,3750,0.144221,588750,84910.11,503839.89,1545.05,242572.85,261267.04,0.518552
2024-01-01,Actual,Germany,Sensor Lite,Sensor Systems,Systems Integrator,94,3750,0.100001,352500,35250.35,317249.65,1545.05,145234.7,172014.95,0.542207
2024-01-01,Actual,Germany,Service Kit,Accessories & Services,Enterprise,68,4600,0.068833,312800,21530.96,291269.04,1437.44,97745.92,193523.12,0.664414
2024-01-01,Actual,Germany,Service Kit,Accessories & Services,SME,49,4600,0.05888,225400,13271.55,212128.45,1437.44,70434.56,141693.89,0.667963
2024-01-01,Actual,Germany,Service Kit,Accessories & Services,Distributor,109,4600,0.130843,501400,65604.68,435795.32,1437.44,156680.96,279114.36,0.640471
2024-01-01,Actual,Germany,Service Kit,Accessories & Services,Systems Integrator,58,4600,0.114294,266800,30493.64,236306.36,1437.44,83371.52,152934.84,0.647189
2024-01-01,Actual,Germany,Connectivity Pack,Accessories & Services,Enterprise,86,2800,0.049065,240800,11814.85,228985.15,852.68,73330.48,155654.67,0.679759
2024-01-01,Actual,Germany,Connectivity Pack,Accessories & Services,SME,56,2800,0.045453,156800,7127.03,149672.97,852.68,47750.08,101922.89,0.680971
2024-01-01,Actual,Germany,Connectivity Pack,Accessories & Services,Distributor,119,2800,0.134342,333200,44762.75,288437.25,852.68,101468.92,186968.33,0.648211
2024-01-01,Actual,Germany,Connectivity Pack,Accessories & Services,Systems Integrator,81,2800,0.10063,226800,22822.88,203977.12,852.68,69067.08,134910.04,0.661398
2024-01-01,Actual,Netherlands,EdgeHub Pro,Control Systems,Enterprise,14,41600,0.066976,582400,39006.82,543393.18,22919.36,320871.04,222522.14,0.409505
2024-01-01,Actual,Netherlands,EdgeHub Pro,Control Systems,SME,9,41600,0.057658,374400,21587.16,352812.84,22919.36,206274.24,146538.6,0.415344
2024-01-01,Actual,Netherlands,EdgeHub Pro,Control Systems,Distributor,11,41600,0.137158,457600,62763.5,394836.5,22919.36,252112.96,142723.54,0.361475
2024-01-01,Actual,Netherlands,EdgeHub Pro,Control Systems,Systems Integrator,9,41600,0.103552,374400,38769.87,335630.13,22919.36,206274.24,129355.89,0.385412
2024-01-01,Actual,Netherlands,EdgeHub Core,Control Systems,Enterprise,19,27700,0.073936,526300,38912.52,487387.48,14435.29,274270.51,213116.97,0.437264
2024-01-01,Actual,Netherlands,EdgeHub Core,Control Systems,SME,17,27700,0.021594,470900,10168.61,460731.39,14435.29,245399.93,215331.46,0.467369
2024-01-01,Actual,Netherlands,EdgeHub Core,Control Systems,Distributor,25,27700,0.136058,692500,94220.17,598279.83,14435.29,360882.25,237397.58,0.3968
2024-01-01,Actual,Netherlands,EdgeHub Core,Control Systems,Systems Integrator,14,27700,0.087365,387800,33880.15,353919.85,14435.29,202094.06,151825.79,0.428984
2024-01-01,Actual,Netherlands,Control Mini,Control Systems,Enterprise,33,14350,0.076992,473550,36459.56,437090.44,7171.1,236646.3,200444.14,0.458587
2024-01-01,Actual,Netherlands,Control Mini,Control Systems,SME,23,14350,0.054129,330050,17865.28,312184.72,7171.1,164935.3,147249.42,0.471674
2024-01-01,Actual,Netherlands,Control Mini,Control Systems,Distributor,32,14350,0.160927,459200,73897.68,385302.32,7171.1,229475.2,155827.12,0.404428
2024-01-01,Actual,Netherlands,Control Mini,Control Systems,Systems Integrator,20,14350,0.109936,287000,31551.63,255448.37,7171.1,143422.0,112026.37,0.438548
2024-01-01,Actual,Netherlands,Sensor X Pro,Sensor Systems,Enterprise,40,11400,0.061631,456000,28103.74,427896.26,5181.49,207259.6,220636.66,0.515631
2024-01-01,Actual,Netherlands,Sensor X Pro,Sensor Systems,SME,29,11400,0.02586,330600,8549.32,322050.68,5181.49,150263.21,171787.47,0.533418
2024-01-01,Actual,Netherlands,Sensor X Pro,Sensor Systems,Distributor,44,11400,0.137712,501600,69076.34,432523.66,5181.49,227985.56,204538.1,0.472895
2024-01-01,Actual,Netherlands,Sensor X Pro,Sensor Systems,Systems Integrator,28,11400,0.10901,319200,34795.99,284404.01,5181.49,145081.72,139322.29,0.489875
2024-01-01,Actual,Netherlands,Sensor X,Sensor Systems,Enterprise,60,7500,0.051136,450000,23011.2,426988.8,3269.91,196194.6,230794.2,0.540516
2024-01-01,Actual,Netherlands,Sensor X,Sensor Systems,SME,37,7500,0.025936,277500,7197.24,270302.76,3269.91,120986.67,149316.09,0.552403
2024-01-01,Actual,Netherlands,Sensor X,Sensor Systems,Distributor,56,7500,0.158135,420000,66416.7,353583.3,3269.91,183114.96,170468.34,0.482116
2024-01-01,Actual,Netherlands,Sensor X,Sensor Systems,Systems Integrator,38,7500,0.091613,285000,26109.71,258890.29,3269.91,124256.58,134633.71,0.520042
2024-01-01,Actual,Netherlands,Sensor Lite,Sensor Systems,Enterprise,73,3850,0.055401,281050,15570.45,265479.55,1531.14,111773.22,153706.33,0.578976
2024-01-01,Actual,Netherlands,Sensor Lite,Sensor Systems,SME,46,3850,0.043744,177100,7747.06,169352.94,1531.14,70432.44,98920.5,0.584109
2024-01-01,Actual,Netherlands,Sensor Lite,Sensor Systems,Distributor,82,3850,0.147305,315700,46504.19,269195.81,1531.14,125553.48,143642.33,0.533598
2024-01-01,Actual,Netherlands,Sensor Lite,Sensor Systems,Systems Integrator,37,3850,0.103652,142450,14765.23,127684.77,1531.14,56652.18,71032.59,0.556312
2024-01-01,Actual,Netherlands,Service Kit,Accessories & Services,Enterprise,45,4750,0.089395,213750,19108.18,194641.82,1451.25,65306.25,129335.57,0.66448
2024-01-01,Actual,Netherlands,Service Kit,Accessories & Services,SME,24,4750,0.032907,114000,3751.4,110248.6,1451.25,34830.0,75418.6,0.684078
2024-01-01,Actual,Netherlands,Service Kit,Accessories & Services,Distributor,47,4750,0.121021,223250,27017.94,196232.06,1451.25,68208.75,128023.31,0.652408
2024-01-01,Actual,Netherlands,Service Kit,Accessories & Services,Systems Integrator,31,4750,0.10442,147250,15375.84,131874.16,1451.25,44988.75,86885.41,0.658851
2024-01-01,Actual,Netherlands,Connectivity Pack,Accessories & Services,Enterprise,55,2850,0.079765,156750,12503.16,144246.84,858.64,47225.2,97021.64,0.672608
2024-01-01,Actual,Netherlands,Connectivity Pack,Accessories & Services,SME,42,2850,0.042795,119700,5122.56,114577.44,858.64,36062.88,78514.56,0.685253
2024-01-01,Actual,Netherlands,Connectivity Pack,Accessories & Services,Distributor,61,2850,0.143244,173850,24902.97,148947.03,858.64,52377.04,96569.99,0.648351
2024-01-01,Actual,Netherlands,Connectivity Pack,Accessories & Services,Systems Integrator,34,2850,0.09823,96900,9518.49,87381.51,858.64,29193.76,58187.75,0.665905
2024-01-01,Actual,United Kingdom,EdgeHub Pro,Control Systems,Enterprise,23,43700,0.081998,1005100,82416.19,922683.81,22957.9,528031.7,394652.11,0.427722
2024-01-01,Actual,United Kingdom,EdgeHub Pro,Control Systems,SME,13,43700,0.0385,568100,21871.85,546228.15,22957.9,298452.7,247775.45,0.453612
2024-01-01,Actual,United Kingdom,EdgeHub Pro,Control Systems,Distributor,21,43700,0.131077,917700,120289.36,797410.64,22957.9,482115.9,315294.74,0.395398
2024-01-01,Actual,United Kingdom,EdgeHub Pro,Control Systems,Systems Integrator,12,43700,0.102428,524400,53713.24,470686.76,22957.9,275494.8,195191.96,0.414696
2024-01-01,Actual,United Kingdom,EdgeHub Core,Control Systems,Enterprise,37,29100,0.085948,1076700,92540.21,984159.79,14646.92,541936.04,442223.75,0.449341
2024-01-01,Actual,United Kingdom,EdgeHub Core,Control Systems,SME,25,29100,0.050102,727500,36449.21,691050.79,14646.92,366173.0,324877.79,0.470121
2024-01-01,Actual,United Kingdom,EdgeHub Core,Control Systems,Distributor,31,29100,0.167932,902100,151491.46,750608.54,14646.92,454054.52,296554.02,0.395085
2024-01-01,Actual,United Kingdom,EdgeHub Core,Control Systems,Systems Integrator,21,29100,0.075958,611100,46417.93,564682.07,14646.92,307585.32,257096.75,0.455295
2024-01-01,Actual,United Kingdom,Control Mini,Control Systems,Enterprise,42,15100,0.071295,634200,45215.29,588984.71,7338.61,308221.62,280763.09,0.47669
2024-01-01,Actual,United Kingdom,Control Mini,Control Systems,SME,31,15100,0.020773,468100,9723.84,458376.16,7338.61,227496.91,230879.25,0.503689
2024-01-01,Actual,United Kingdom,Control Mini,Control Systems,Distributor,32,15100,0.120785,483200,58363.31,424836.69,7338.61,234835.52,190001.17,0.447233
2024-01-01,Actual,United Kingdom,Control Mini,Control Systems,Systems Integrator,23,15100,0.105276,347300,36562.35,310737.65,7338.61,168788.03,141949.62,0.456815
2024-01-01,Actual,United Kingdom,Sensor X Pro,Sensor Systems,Enterprise,55,11950,0.053047,657250,34865.14,622384.86,5232.71,287799.05,334585.81,0.537587
2024-01-01,Actual,United Kingdom,Sensor X Pro,Sensor Systems,SME,28,11950,0.040652,334600,13602.16,320997.84,5232.71,146515.88,174481.96,0.543561
